h,result
0,980
1,980
2,980
3,980
4,980
5,980
6,979
7,980
8,979
9,979
10,979
11,979
12,984
13,982
14,980
15,980
16,979
17,980
18,979
19,979
20,979
21,978
22,979
23,984
24,981
25,981
26,982
27,982
28,977
29,980
30,979
31,979
32,978
33,978
34,983
35,981
36,981
37,981
38,981
39,981
40,982
41,982
42,976
43,979
44,978
45,983
46,980
47,980
48,980
49,980
50,981
51,981
52,981
53,981
54,981
55,980
56,983
57,980
58,981
59,981
60,981
61,981
62,981
63,980
64,975
65,983
66,981
67,981
68,984
69,975
70,968
71,983
72,983
73,984
74,983
75,971
76,966
77,978
78,984
79,984
80,982
81,963
82,962
83,982
84,987
85,983
86,976
87,946
88,957
89,973
90,984
91,983
92,970
93,942
94,953
95,968
96,985
97,982
98,954
99,950
100,956
101,964
102,976
103,981
104,966
105,932
106,936
107,951
108,958
109,968
110,980
111,943
112,938
113,940
114,943
115,946
116,952
117,959
118,928
119,905
120,921
121,923
122,899
123,926
124,904
125,924
126,924
127,898
128,893
129,897
130,902
131,917
132,906
133,904
134,900
135,891
136,898
137,908
138,937
139,936
140,912
141,898
142,897
143,894
144,892
145,915
146,920
147,917
148,915
149,901
150,899
151,899
152,908
153,915
154,921
155,922
156,919
157,906
158,907
159,906
160,921
161,923
162,923
163,924
164,924
165,909
166,913
167,920
168,919
169,922
170,924
171,927
172,930
173,907
174,903
175,911
176,914
177,914
178,916
179,914
180,915
181,917
182,921
183,922
184,921
185,922
186,923
187,917
188,905
189,911
190,914
191,916
192,916
193,915
194,910
195,904
196,908
197,911
198,914
199,912
200,912
201,899
202,892
203,896
204,904
205,905
206,903
207,907
208,890
209,884
210,885
211,893
212,901
213,896
214,889
215,880
216,876
217,875
218,881
219,886
220,887
221,876
222,872
223,868
224,867
225,872
226,882
227,873
228,867
229,864
230,862
231,860
232,862
233,869
234,861
235,858
236,856
237,854
238,853
239,854
240,851
241,885
242,911
243,940
244,894
245,903
246,912
247,923
248,936
249,954
250,972
251,938
252,917
253,926
254,936
255,950
256,968
257,984
258,972
259,925
260,933
261,943
262,957
263,976
264,985
265,982
266,960
267,938
268,949
269,962
270,982
271,986
272,984
273,977
274,943
275,953
276,968
277,984
278,986
279,985
280,982
281,971
282,957
283,973
284,985
285,985
286,984
287,984
288,980
289,967
290,977
291,985
292,984
293,984
294,984
295,982
296,980
297,977
298,983
299,983
300,983
301,983
302,980
303,982
304,982
305,983
306,983
307,982
308,982
309,979
310,981
311,982
312,982
313,982
314,983
315,978
316,977
317,980
318,982
319,982
320,982
321,980
322,978
323,977
324,978
325,982
326,982
327,982
328,980
329,977
330,977
331,981
332,982
333,982
334,980
335,979
336,977
337,977
338,977
339,981
340,982
341,980
342,978
343,977
344,976
345,976
346,980
347,978
348,978
349,977
350,977
351,977
352,977
353,978
354,979
355,977
356,977
357,977
358,977
359,977
