h,result
0,981
1,981
2,981
3,981
4,981
5,980
6,980
7,980
8,980
9,980
10,980
11,980
12,980
13,979
14,985
15,982
16,982
17,977
18,980
19,980
20,980
21,979
22,980
23,979
24,979
25,984
26,982
27,982
28,982
29,982
30,982
31,977
32,980
33,980
34,979
35,979
36,983
37,981
38,981
39,981
40,981
41,982
42,982
43,981
44,981
45,976
46,979
47,979
48,980
49,981
50,981
51,981
52,981
53,981
54,981
55,981
56,981
57,981
58,976
59,981
60,980
61,981
62,981
63,981
64,982
65,980
66,973
67,982
68,983
69,982
70,980
71,977
72,961
73,976
74,984
75,982
76,982
77,971
78,959
79,977
80,983
81,983
82,978
83,949
84,948
85,966
86,982
87,981
88,975
89,935
90,944
91,962
92,978
93,985
94,975
95,946
96,953
97,964
98,982
99,981
100,959
101,941
102,947
103,954
104,964
105,981
106,976
107,915
108,938
109,933
110,947
111,955
112,968
113,954
114,928
115,929
116,906
117,916
118,931
119,912
120,911
121,886
122,912
123,912
124,913
125,919
126,915
127,914
128,899
129,914
130,913
131,913
132,921
133,910
134,892
135,891
136,893
137,883
138,879
139,886
140,906
141,915
142,904
143,882
144,883
145,886
146,893
147,908
148,911
149,908
150,897
151,893
152,890
153,896
154,905
155,912
156,900
157,899
158,897
159,879
160,872
161,878
162,895
163,898
164,902
165,902
166,922
167,923
168,904
169,909
170,911
171,919
172,906
173,903
174,906
175,907
176,906
177,912
178,908
179,920
180,923
181,919
182,916
183,907
184,903
185,897
186,898
187,896
188,898
189,895
190,887
191,891
192,894
193,897
194,896
195,898
196,885
197,879
198,883
199,888
200,889
201,889
202,886
203,875
204,867
205,872
206,878
207,881
208,882
209,874
210,867
211,861
212,860
213,870
214,875
215,880
216,866
217,857
218,852
219,847
220,856
221,865
222,864
223,854
224,848
225,842
226,838
227,840
228,850
229,845
230,838
231,835
232,832
233,830
234,832
235,838
236,830
237,827
238,825
239,823
240,821
241,855
242,877
243,896
244,917
245,945
246,925
247,894
248,904
249,916
250,930
251,948
252,972
253,970
254,907
255,917
256,929
257,942
258,960
259,977
260,979
261,955
262,925
263,935
264,949
265,967
266,985
267,982
268,975
269,935
270,941
271,955
272,974
273,985
274,984
275,980
276,967
277,945
278,959
279,980
280,984
281,984
282,982
283,978
284,952
285,964
286,984
287,984
288,983
289,983
290,981
291,976
292,969
293,983
294,983
295,982
296,982
297,982
298,981
299,980
300,981
301,981
302,981
303,981
304,977
305,981
306,981
307,981
308,981
309,981
310,981
311,977
312,979
313,980
314,981
315,981
316,981
317,979
318,977
319,977
320,981
321,981
322,981
323,977
324,977
325,976
326,980
327,980
328,981
329,981
330,978
331,976
332,976
333,980
334,980
335,981
336,977
337,977
338,976
339,976
340,977
341,980
342,981
343,978
344,977
345,976
346,976
347,976
348,979
349,977
350,977
351,976
352,976
353,976
354,976
355,976
356,977
357,977
358,977
359,976
