h,result
0,980
1,979
2,979
3,979
4,979
5,979
6,984
7,981
8,976
9,976
10,976
11,979
12,979
13,979
14,978
15,978
16,978
17,978
18,978
19,979
20,980
21,981
22,981
23,976
24,979
25,979
26,978
27,978
28,978
29,977
30,983
31,980
32,981
33,981
34,980
35,981
36,981
37,975
38,978
39,978
40,977
41,982
42,980
43,980
44,980
45,981
46,981
47,981
48,980
49,980
50,976
51,978
52,982
53,979
54,979
55,980
56,980
57,980
58,980
59,980
60,980
61,980
62,979
63,976
64,980
65,980
66,980
67,980
68,978
69,966
70,976
71,980
72,981
73,980
74,977
75,954
76,975
77,981
78,982
79,980
80,966
81,954
82,971
83,983
84,983
85,980
86,949
87,948
88,965
89,984
90,983
91,976
92,946
93,947
94,961
95,981
96,982
97,969
98,930
99,940
100,953
101,969
102,982
103,969
104,926
105,932
106,940
107,948
108,960
109,971
110,939
111,921
112,917
113,922
114,933
115,939
116,948
117,899
118,903
119,900
120,912
121,895
122,884
123,893
124,910
125,912
126,877
127,879
128,896
129,888
130,888
131,891
132,891
133,888
134,907
135,923
136,907
137,899
138,892
139,890
140,891
141,892
142,893
143,911
144,910
145,912
146,895
147,896
148,891
149,901
150,904
151,911
152,914
153,913
154,902
155,900
156,896
157,908
158,913
159,930
160,911
161,914
162,923
163,919
164,922
165,913
166,913
167,914
168,916
169,915
170,913
171,908
172,909
173,909
174,913
175,915
176,914
177,914
178,915
179,915
180,916
181,914
182,914
183,916
184,917
185,909
186,906
187,907
188,909
189,910
190,912
191,907
192,899
193,891
194,900
195,906
196,898
197,902
198,900
199,885
200,879
201,888
202,893
203,896
204,901
205,890
206,882
207,871
208,874
209,888
210,885
211,888
212,875
213,864
214,859
215,859
216,870
217,875
218,875
219,861
220,854
221,850
222,846
223,858
224,866
225,858
226,849
227,845
228,841
229,839
230,842
231,854
232,841
233,836
234,832
235,830
236,827
237,829
238,828
239,824
240,821
241,872
242,912
243,871
244,882
245,895
246,908
247,924
248,943
249,970
250,937
251,904
252,914
253,927
254,941
255,960
256,980
257,969
258,915
259,924
260,936
261,951
262,971
263,983
264,978
265,955
266,930
267,942
268,958
269,978
270,984
271,982
272,974
273,941
274,947
275,964
276,978
277,984
278,983
279,979
280,963
281,952
282,970
283,984
284,983
285,982
286,981
287,977
288,959
289,975
290,983
291,982
292,982
293,981
294,980
295,976
296,975
297,981
298,981
299,981
300,981
301,980
302,980
303,981
304,980
305,980
306,980
307,976
308,979
309,980
310,980
311,980
312,980
313,976
314,976
315,977
316,980
317,980
318,980
319,980
320,977
321,976
322,979
323,979
324,980
325,980
326,976
327,976
328,975
329,975
330,979
331,980
332,980
333,978
334,976
335,975
336,975
337,978
338,980
339,976
340,977
341,976
342,975
343,975
344,979
345,980
346,978
347,976
348,976
349,975
350,975
351,979
352,976
353,976
354,976
355,976
356,975
357,975
358,979
359,975
