h,difference,average,average3,amount
317,5,979.400,980.333,5
318,8,978.800,980.667,5
319,6,979.400,980.667,5
320,5,978.200,977.000,5
321,6,978.000,976.333,5
322,3,980.200,980.000,5
323,6,978.600,980.000,5
324,8,978.800,980.667,5
325,7,978.400,980.333,5
326,8,977.800,978.000,5
327,5,978.000,977.000,5
328,6,977.800,976.000,5
329,6,978.400,977.000,5
330,4,978.600,979.333,5
331,7,978.400,980.333,5
332,9,978.600,981.000,5
333,3,978.400,977.667,5
334,5,977.800,976.667,5
335,7,977.600,975.667,5
336,4,976.000,975.667,5
337,3,977.600,978.333,5
338,7,978.400,980.333,5
339,7,977.000,978.000,5
340,5,976.800,977.333,5
341,6,977.600,976.333,5
342,7,977.600,975.667,5
343,4,976.400,975.667,5
344,6,978.200,979.333,5
345,7,978.400,980.333,5
346,6,977.200,978.333,5
347,4,976.200,976.667,5
348,4,977.400,976.333,5
349,3,976.600,976.000,5
350,4,976.000,975.667,5
351,4,977.600,979.000,5
352,3,976.000,976.333,5
353,4,976.400,977.000,5
354,4,976.200,976.667,5
355,3,976.200,976.333,5
356,3,976.200,976.000,5
357,3,976.000,976.000,5
358,4,977.200,978.000,5
359,4,976.000,976.333,5
