h,difference,average,average3,amount
97,90,861.800,854.000,5
98,93,883.600,875.000,5
99,44,890.400,886.000,5
100,114,874.800,876.000,5
101,91,887.600,895.333,5
102,59,872.600,887.000,5
103,83,830.400,824.333,5
104,100,850.200,840.667,5
105,94,866.200,858.667,5
106,50,848.000,850.667,5
107,113,846.000,848.333,5
108,100,860.000,871.333,5
109,116,812.200,833.667,5
110,92,788.400,782.333,5
111,101,805.400,798.000,5
112,99,815.200,808.333,5
113,87,762.800,764.667,5
114,100,774.400,776.000,5
115,100,773.000,789.667,5
116,96,689.800,696.333,5
117,103,662.600,662.000,5
118,108,636.800,636.667,5
119,125,579.000,580.667,5
120,133,416.600,430.667,5
121,137,418.400,432.333,5
122,134,423.200,435.333,5
123,148,423.400,434.333,5
124,145,433.600,458.000,5
125,161,442.800,470.667,5
126,209,446.200,481.000,5
127,86,459.000,467.000,5
128,133,459.000,481.000,5
129,167,458.800,469.000,5
130,159,457.800,475.333,5
131,167,460.800,488.333,5
132,210,470.000,506.667,5
133,233,471.200,510.667,5
134,179,473.800,499.667,5
135,125,487.000,513.667,5
136,132,491.000,506.667,5
137,174,492.800,505.333,5
138,173,494.600,516.667,5
139,175,484.600,506.667,5
140,220,491.400,526.667,5
141,135,479.200,507.333,5
142,104,502.200,520.000,5
143,110,520.400,531.333,5
144,145,513.200,516.333,5
145,180,521.000,535.000,5
146,189,506.200,516.000,5
147,178,488.000,502.000,5
148,184,479.200,511.667,5
149,159,504.400,510.333,5
150,140,502.200,500.667,5
151,183,514.200,504.667,5
152,204,516.000,502.667,5
153,160,521.000,523.667,5
154,200,516.200,525.667,5
155,206,499.600,522.000,5
156,160,516.200,524.667,5
157,150,524.200,534.333,5
158,180,519.800,524.000,5
159,187,515.600,501.000,5
160,157,519.000,499.000,5
161,139,537.200,537.667,5
162,169,531.600,538.333,5
163,153,528.400,532.333,5
164,148,538.600,553.000,5
165,141,535.000,550.667,5
166,158,536.600,546.667,5
167,153,538.400,536.000,5
168,116,543.000,545.333,5
169,144,545.400,561.667,5
170,176,538.600,560.000,5
171,144,548.800,566.667,5
172,135,546.600,575.000,5
173,119,550.000,565.667,5
174,98,540.600,548.667,5
175,122,562.000,583.333,5
176,113,564.800,585.667,5
177,127,566.200,590.667,5
178,110,568.600,591.000,5
179,114,569.400,585.000,5
180,110,572.000,594.333,5
181,110,583.400,607.333,5
182,114,565.400,589.000,5
183,110,561.000,577.000,5
184,103,557.600,569.000,5
185,94,566.800,583.667,5
186,108,562.400,582.667,5
187,104,560.400,584.000,5
188,106,555.000,572.667,5
189,109,552.000,576.667,5
190,81,538.600,562.000,5
191,109,544.600,574.000,5
192,97,535.200,556.667,5
193,94,530.800,554.667,5
194,101,531.400,554.667,5
195,90,533.000,552.333,5
196,79,529.200,544.667,5
197,55,530.600,544.333,5
198,53,536.200,550.000,5
199,69,527.000,536.667,5
200,71,530.400,544.667,5
201,64,528.600,539.667,5
202,64,534.000,539.333,5
203,82,515.800,515.000,5
204,63,512.800,512.333,5
205,71,510.200,509.000,5
206,84,507.600,510.333,5
207,92,505.000,510.333,5
208,103,504.400,511.667,5
209,98,500.800,505.333,5
210,65,493.400,488.000,5
211,67,490.400,487.000,5
212,62,483.200,475.333,5
213,37,474.400,475.000,5
214,86,481.800,488.667,5
215,99,483.200,490.667,5
216,85,480.000,485.000,5
217,68,478.000,482.000,5
218,61,470.600,473.000,5
219,50,465.400,468.000,5
220,56,467.000,474.000,5
221,81,462.200,471.667,5
222,86,461.800,468.667,5
223,63,462.000,467.000,5
224,58,459.400,462.667,5
225,52,453.400,453.000,5
226,36,449.800,452.000,5
227,39,448.000,450.667,5
228,70,448.800,456.333,5
229,53,443.800,446.333,5
230,42,443.000,444.333,5
231,35,439.200,441.333,5
232,32,435.200,435.333,5
233,17,431.000,432.667,5
234,19,426.400,427.000,5
235,40,428.800,432.667,5
236,25,423.800,425.000,5
237,13,418.600,419.667,5
238,12,417.200,416.667,5
239,9,413.600,411.667,5
240,8,409.400,408.000,5
241,55,589.000,590.000,5
242,45,627.400,623.000,5
243,70,682.000,674.000,5
244,89,733.400,723.333,5
245,104,785.200,777.000,5
246,89,761.000,760.667,5
247,104,797.800,797.667,5
248,111,833.400,838.667,5
249,114,805.200,818.667,5
250,88,799.800,790.333,5
251,98,829.600,819.333,5
252,93,855.800,847.000,5
253,67,842.000,846.333,5
254,105,853.400,854.000,5
255,98,879.600,884.000,5
256,63,873.200,881.333,5
257,77,848.200,845.667,5
258,103,864.600,854.000,5
259,83,883.800,876.667,5
260,31,888.000,885.000,5
261,101,880.200,880.667,5
262,87,900.000,904.333,5
263,57,902.400,906.667,5
264,66,885.000,891.000,5
265,93,885.000,876.000,5
266,75,898.800,891.000,5
267,39,908.200,903.667,5
268,78,906.200,910.333,5
269,79,909.800,913.000,5
270,53,916.400,918.667,5
271,20,917.200,918.667,5
272,77,903.200,900.333,5
273,68,907.600,900.667,5
274,38,920.600,915.667,5
275,35,929.000,928.000,5
276,66,918.600,922.333,5
277,41,925.600,927.000,5
278,10,932.200,931.667,5
279,50,924.200,925.667,5
280,58,915.800,909.667,5
281,34,928.800,923.667,5
282,17,939.200,938.333,5
283,47,930.800,935.000,5
284,40,931.200,931.000,5
285,7,939.600,938.333,5
286,17,938.400,937.667,5
287,35,927.800,926.000,5
288,28,935.200,930.667,5
289,11,943.200,942.000,5
290,17,941.000,941.333,5
291,28,936.600,936.667,5
292,5,944.600,943.333,5
293,6,944.200,943.333,5
294,12,940.000,939.333,5
295,15,941.000,938.667,5
296,6,945.000,944.000,5
297,6,944.800,944.000,5
298,7,943.800,943.333,5
299,4,945.400,944.333,5
300,5,945.600,944.333,5
301,4,945.400,944.333,5
302,4,945.200,944.333,5
303,5,945.200,944.333,5
304,8,944.400,942.667,5
305,3,944.200,943.667,5
306,5,945.000,943.667,5
307,5,945.200,944.333,5
308,5,944.400,943.333,5
309,8,944.400,942.667,5
310,5,945.000,944.000,5
311,3,943.600,943.000,5
312,3,944.400,943.333,5
313,5,944.200,943.000,5
314,7,944.400,944.333,5
315,9,943.800,942.333,5
316,7,944.400,943.000,5
317,8,944.000,942.333,5
318,4,944.000,943.000,5
319,6,943.800,943.000,5
320,5,944.000,943.000,5
321,7,943.600,942.333,5
322,6,944.000,943.333,5
323,7,944.400,943.000,5
324,3,943.400,942.667,5
325,4,944.200,943.000,5
326,3,944.600,944.000,5
327,8,944.800,943.333,5
328,5,944.000,943.000,5
329,7,944.000,943.000,5
330,6,944.800,943.000,5
331,2,944.800,944.333,5
332,6,943.400,942.000,5
333,3,944.400,944.333,5
334,8,944.800,943.333,5
335,7,943.800,942.333,5
336,7,944.200,943.000,5
337,5,944.200,943.333,5
338,3,944.400,943.667,5
339,3,944.200,943.000,5
340,3,944.000,943.333,5
341,7,944.400,943.000,5
342,6,944.200,943.000,5
343,6,944.800,944.000,5
344,4,943.600,943.000,5
345,6,943.800,942.000,5
346,4,943.400,943.000,5
347,5,943.200,942.000,5
348,4,943.800,943.000,5
349,7,943.800,942.333,5
350,4,943.600,942.667,5
351,4,944.000,943.333,5
352,3,944.200,943.000,5
353,3,944.200,943.333,5
354,4,944.200,943.000,5
355,5,943.600,942.333,5
356,3,943.600,943.000,5
357,4,945.000,944.667,5
358,3,944.000,943.333,5
359,4,944.000,943.000,5
