h,difference,average,average3,amount
175,21,917.200,921.667,5
176,30,920.800,927.333,5
177,14,917.600,920.333,5
178,10,918.200,921.000,5
179,12,914.800,917.000,5
180,14,917.400,919.667,5
181,15,918.000,920.667,5
182,15,918.800,923.000,5
183,17,918.000,922.667,5
184,15,917.200,920.667,5
185,14,917.600,921.667,5
186,15,916.400,921.333,5
187,14,915.800,919.667,5
188,20,914.400,916.667,5
189,15,914.400,918.000,5
190,21,913.200,918.000,5
191,13,912.400,915.000,5
192,17,913.200,916.667,5
193,30,912.600,919.000,5
194,34,913.000,919.000,5
195,31,914.000,918.000,5
196,36,912.800,919.333,5
197,41,911.400,918.000,5
198,31,909.200,913.333,5
199,14,906.600,910.000,5
200,19,903.000,906.000,5
201,18,902.200,905.333,5
202,20,902.600,904.667,5
203,22,902.200,906.000,5
204,29,900.800,905.333,5
205,18,898.200,901.000,5
206,19,897.000,899.333,5
207,21,899.000,903.667,5
208,19,897.400,900.000,5
209,20,895.000,897.000,5
210,26,894.600,898.333,5
211,24,893.000,896.000,5
212,20,890.600,893.000,5
213,12,887.600,888.333,5
214,15,886.800,887.000,5
215,21,886.200,888.333,5
216,24,887.400,890.333,5
217,23,886.200,887.667,5
218,16,884.200,884.333,5
219,13,880.400,881.667,5
220,13,879.600,879.333,5
221,13,877.600,876.000,5
222,19,877.800,878.333,5
223,19,877.400,880.667,5
224,22,876.400,877.667,5
225,10,873.200,873.667,5
226,16,871.400,874.000,5
227,7,868.600,869.000,5
228,17,868.800,867.000,5
229,20,867.600,869.000,5
230,15,868.200,870.333,5
231,13,866.000,866.333,5
232,6,863.200,864.000,5
233,10,862.000,863.667,5
234,4,859.600,860.000,5
235,9,859.200,858.333,5
236,7,857.400,858.000,5
237,10,856.600,858.000,5
238,4,854.600,854.000,5
239,2,853.200,853.333,5
240,2,851.200,850.667,5
241,16,879.400,877.333,5
242,33,899.800,895.667,5
243,46,908.200,914.000,5
244,26,908.000,907.667,5
245,37,923.200,923.000,5
246,52,940.800,940.667,5
247,49,930.600,937.667,5
248,38,922.000,917.667,5
249,53,935.200,929.000,5
250,47,944.200,941.667,5
251,29,934.600,938.000,5
252,42,941.200,941.333,5
253,53,957.400,959.000,5
254,41,959.800,961.667,5
255,39,934.800,931.000,5
256,57,946.800,940.333,5
257,49,955.400,952.333,5
258,43,950.000,956.000,5
259,44,950.400,951.000,5
260,54,964.600,965.333,5
261,40,968.200,969.000,5
262,19,959.600,960.333,5
263,53,952.200,947.000,5
264,45,959.800,956.000,5
265,29,964.400,963.667,5
266,40,962.600,967.000,5
267,50,968.600,970.000,5
268,36,972.200,972.667,5
269,18,974.200,973.000,5
270,46,961.000,959.000,5
271,42,963.000,959.333,5
272,28,969.400,967.000,5
273,28,974.000,976.667,5
274,45,970.400,971.667,5
275,34,974.600,974.667,5
276,15,979.200,977.667,5
277,24,975.600,976.000,5
278,38,965.600,962.000,5
279,24,973.200,970.333,5
280,10,981.200,980.000,5
281,34,976.400,980.667,5
282,30,976.000,975.667,5
283,12,981.200,980.333,5
284,7,982.400,982.333,5
285,26,972.200,971.667,5
286,20,976.200,973.000,5
287,9,983.200,982.333,5
288,15,981.800,983.333,5
289,20,979.000,978.667,5
290,9,983.200,981.667,5
291,2,984.000,983.667,5
292,9,980.600,980.667,5
293,10,979.600,977.667,5
294,2,984.400,984.000,5
295,4,983.600,983.333,5
296,5,982.600,982.333,5
297,9,982.800,981.333,5
298,2,983.600,983.000,5
299,2,983.600,983.000,5
300,3,983.800,983.000,5
301,2,983.600,983.000,5
302,5,983.000,982.000,5
303,3,983.200,982.667,5
304,6,982.200,982.333,5
305,7,982.400,981.333,5
306,6,982.200,981.000,5
307,2,982.800,982.333,5
308,3,983.000,982.333,5
309,6,982.400,981.333,5
310,4,982.800,982.000,5
311,5,982.400,982.333,5
312,7,981.800,981.000,5
313,6,981.800,980.333,5
314,2,982.600,982.333,5
315,5,981.600,980.667,5
316,7,981.800,980.667,5
317,4,982.000,981.667,5
318,7,981.400,981.333,5
319,8,980.200,979.000,5
320,6,980.200,979.000,5
321,3,981.200,981.000,5
322,5,980.800,980.667,5
323,6,980.800,980.333,5
324,6,980.200,979.333,5
325,7,981.200,981.000,5
326,9,980.800,979.000,5
327,5,980.600,979.667,5
328,6,980.200,979.333,5
329,6,980.400,980.000,5
330,6,980.800,980.667,5
331,6,981.000,981.000,5
332,8,980.200,979.333,5
333,6,979.600,978.667,5
334,6,980.200,979.000,5
335,6,980.000,979.000,5
336,5,979.200,979.333,5
337,6,979.800,979.000,5
338,7,980.000,979.333,5
339,8,980.000,979.000,5
340,6,979.000,978.667,5
341,6,979.000,977.667,5
342,6,979.800,978.667,5
343,5,979.800,980.000,5
344,7,979.400,978.667,5
345,8,979.200,978.000,5
346,3,978.600,978.333,5
347,5,978.000,977.000,5
348,6,978.600,977.000,5
349,3,978.400,978.000,5
350,4,978.600,978.333,5
351,3,978.400,978.000,5
352,6,978.800,977.667,5
353,4,978.400,977.667,5
354,3,978.000,977.667,5
355,4,977.400,976.667,5
356,3,977.600,976.667,5
357,4,978.600,978.667,5
358,2,977.800,977.333,5
359,4,977.800,977.000,5
