h,difference,average,average3,amount
222,24,383.600,385.667,5
223,17,383.200,383.000,5
224,15,381.000,380.333,5
225,10,378.200,376.667,5
226,8,377.400,378.333,5
227,21,379.000,378.667,5
228,17,376.000,375.667,5
229,14,373.200,374.333,5
230,10,373.600,373.000,5
231,7,371.600,371.000,5
232,9,368.200,367.000,5
233,10,368.600,365.667,5
234,14,368.200,367.000,5
235,9,366.000,364.667,5
236,7,363.600,362.000,5
237,7,364.400,362.667,5
238,8,362.800,361.000,5
239,8,361.800,360.667,5
240,9,360.800,359.667,5
241,37,501.000,498.333,5
242,53,593.000,588.000,5
243,60,622.400,626.000,5
244,79,677.800,682.667,5
245,106,741.200,749.000,5
246,63,687.400,682.667,5
247,78,721.400,716.000,5
248,92,759.000,752.667,5
249,77,788.800,784.000,5
250,80,764.600,770.000,5
251,95,797.800,804.333,5
252,104,833.000,838.333,5
253,36,814.200,810.333,5
254,84,790.400,784.667,5
255,97,821.600,815.667,5
256,71,840.000,835.333,5
257,33,833.400,834.667,5
258,97,841.800,849.000,5
259,90,866.000,870.667,5
260,40,863.200,863.333,5
261,78,834.200,825.000,5
262,102,852.600,845.333,5
263,65,864.400,860.333,5
264,7,871.800,872.000,5
265,94,867.800,874.667,5
266,81,883.200,887.000,5
267,43,886.800,887.333,5
268,36,882.400,877.000,5
269,91,868.800,862.000,5
270,58,880.400,877.000,5
271,17,892.000,891.667,5
272,59,894.800,898.333,5
273,71,895.000,898.333,5
274,39,901.000,901.667,5
275,14,905.400,903.000,5
276,71,888.800,880.000,5
277,52,891.800,888.667,5
278,18,905.200,904.667,5
279,30,913.800,915.000,5
280,58,903.600,906.333,5
281,33,910.800,911.667,5
282,12,919.400,917.667,5
283,32,911.800,907.667,5
284,46,900.800,897.000,5
285,15,916.200,915.667,5
286,16,923.600,923.333,5
287,32,916.800,917.333,5
288,29,916.800,917.000,5
289,10,924.600,922.667,5
290,13,922.200,920.000,5
291,29,913.600,909.667,5
292,10,923.400,923.000,5
293,8,927.800,927.000,5
294,12,925.800,925.000,5
295,22,922.400,921.333,5
296,5,928.400,927.000,5
297,5,927.800,926.333,5
298,6,927.200,925.667,5
299,5,928.800,927.667,5
300,5,928.800,927.667,5
301,5,928.800,927.333,5
302,6,928.600,927.333,5
303,5,928.600,927.333,5
304,4,928.400,927.333,5
305,5,928.200,927.000,5
306,6,928.200,927.000,5
307,4,928.000,927.333,5
308,4,928.400,927.333,5
309,6,928.000,926.667,5
310,4,927.800,926.667,5
311,6,928.600,927.000,5
312,5,928.200,927.000,5
313,7,927.200,926.333,5
314,5,927.600,927.000,5
315,9,927.200,925.667,5
316,4,926.200,925.000,5
317,4,927.000,925.667,5
318,6,928.800,927.333,5
319,6,928.200,926.667,5
320,7,927.400,926.333,5
321,7,927.800,926.667,5
322,6,928.000,927.000,5
323,6,927.200,925.667,5
324,3,927.800,927.000,5
325,7,927.800,926.333,5
326,6,927.000,926.333,5
327,7,927.200,926.333,5
328,5,928.000,927.667,5
329,6,927.600,926.333,5
330,6,927.200,925.667,5
331,4,927.600,926.667,5
332,3,927.400,926.333,5
333,4,927.400,926.667,5
334,6,927.400,926.333,5
335,6,927.800,927.000,5
336,5,927.200,926.333,5
337,4,927.200,926.000,5
338,5,926.600,925.000,5
339,4,927.000,926.000,5
340,5,927.200,926.333,5
341,7,927.600,926.333,5
342,3,926.400,925.667,5
343,5,926.800,926.000,5
344,5,927.000,926.000,5
345,5,926.600,925.333,5
346,4,926.800,925.667,5
347,10,927.400,925.667,5
348,6,926.400,925.000,5
349,5,926.800,926.000,5
350,5,927.000,926.000,5
351,5,926.600,925.000,5
352,4,926.800,925.667,5
353,3,927.200,926.333,5
354,7,927.800,926.333,5
355,4,927.200,926.333,5
356,4,927.200,926.333,5
357,7,926.000,924.333,5
358,4,926.400,926.000,5
359,4,926.800,925.667,5
