h,difference,average,average3,amount
139,159,429.800,459.333,5
140,154,443.800,470.000,5
141,156,452.400,477.333,5
142,129,443.600,462.333,5
143,82,450.600,467.333,5
144,89,452.800,467.333,5
145,95,466.000,486.000,5
146,132,451.400,479.000,5
147,115,464.200,490.000,5
148,141,469.200,497.333,5
149,159,466.600,487.333,5
150,104,491.400,513.667,5
151,109,487.200,512.000,5
152,164,491.200,523.000,5
153,195,498.000,537.000,5
154,182,503.600,544.000,5
155,175,505.200,544.000,5
156,200,498.800,536.333,5
157,167,521.600,562.000,5
158,122,536.200,575.333,5
159,130,514.000,543.667,5
160,139,516.400,554.333,5
161,163,525.000,569.000,5
162,131,537.200,576.333,5
163,158,527.400,568.667,5
164,167,536.200,580.667,5
165,134,540.400,576.667,5
166,91,532.800,558.333,5
167,89,539.200,571.000,5
168,156,545.600,592.000,5
169,135,557.200,601.333,5
170,129,549.000,582.667,5
171,154,538.600,577.000,5
172,130,546.000,580.667,5
173,82,537.000,560.333,5
174,90,540.400,564.667,5
175,101,541.600,561.667,5
176,134,558.600,594.667,5
177,115,558.600,586.667,5
178,82,551.800,575.333,5
179,118,560.800,591.333,5
180,111,563.000,592.000,5
181,111,568.000,598.667,5
182,115,566.200,599.667,5
183,88,551.200,572.000,5
184,110,557.400,584.000,5
185,112,557.800,586.000,5
186,118,558.200,592.333,5
187,101,550.800,580.667,5
188,107,541.400,566.667,5
189,78,539.200,560.667,5
190,117,545.400,573.000,5
191,117,547.400,577.000,5
192,96,542.200,559.000,5
193,84,546.800,560.667,5
194,98,545.400,562.000,5
195,89,539.600,552.333,5
196,102,538.000,542.667,5
197,85,528.600,538.667,5
198,99,533.800,540.667,5
199,66,522.200,532.000,5
200,67,517.600,531.000,5
201,71,511.000,526.333,5
202,64,506.400,523.333,5
203,55,501.600,517.333,5
204,64,497.600,511.667,5
205,52,492.600,506.667,5
206,52,491.600,505.667,5
207,58,490.600,506.667,5
208,44,487.000,502.000,5
209,43,487.000,502.000,5
210,46,482.200,494.333,5
211,57,481.400,494.667,5
212,41,475.600,487.000,5
213,49,475.000,490.333,5
214,44,474.000,487.667,5
215,49,472.600,485.667,5
216,35,468.800,481.000,5
217,40,466.600,476.667,5
218,40,463.200,472.000,5
219,35,460.200,470.000,5
220,36,460.200,471.667,5
221,41,458.000,468.000,5
222,35,453.000,461.000,5
223,33,453.600,463.000,5
224,41,451.600,459.667,5
225,21,447.200,452.000,5
226,24,443.800,450.667,5
227,25,440.400,447.000,5
228,37,439.000,444.333,5
229,26,434.000,438.333,5
230,18,432.600,436.667,5
231,14,431.600,434.000,5
232,10,426.400,428.000,5
233,12,425.600,428.667,5
234,6,421.800,423.333,5
235,17,422.800,426.000,5
236,9,419.000,420.667,5
237,9,417.400,419.667,5
238,5,415.000,415.000,5
239,6,412.800,412.000,5
240,9,411.800,412.333,5
241,44,600.600,597.000,5
242,70,689.600,685.000,5
243,87,753.800,748.000,5
244,108,806.600,797.000,5
245,84,786.800,791.333,5
246,97,825.200,831.000,5
247,117,866.800,874.000,5
248,99,829.800,828.000,5
249,85,826.200,820.667,5
250,96,857.000,851.667,5
251,94,883.600,876.333,5
252,82,856.000,854.667,5
253,97,878.400,884.000,5
254,95,906.200,912.000,5
255,53,900.800,901.333,5
256,77,862.400,857.333,5
257,94,888.400,882.000,5
258,79,906.200,900.667,5
259,18,908.800,907.333,5
260,94,901.400,907.000,5
261,87,922.000,926.000,5
262,53,926.000,927.667,5
263,67,905.400,899.333,5
264,92,905.000,899.000,5
265,70,919.000,914.333,5
266,35,929.600,927.333,5
267,76,923.600,926.333,5
268,78,930.200,934.333,5
269,50,936.400,938.667,5
270,19,936.400,934.667,5
271,84,914.000,907.667,5
272,64,926.400,922.000,5
273,32,939.800,938.000,5
274,27,949.400,949.667,5
275,70,935.200,939.000,5
276,44,943.000,945.000,5
277,9,949.600,949.000,5
278,67,937.400,931.000,5
279,56,932.200,928.333,5
280,29,946.800,945.000,5
281,13,957.200,956.667,5
282,44,946.000,948.000,5
283,37,947.800,949.000,5
284,6,956.800,956.000,5
285,20,954.200,952.000,5
286,40,940.000,936.667,5
287,21,952.600,951.333,5
288,7,960.800,960.667,5
289,15,957.000,957.333,5
290,28,951.600,952.333,5
291,3,960.200,959.667,5
292,7,959.600,958.333,5
293,18,954.200,952.000,5
294,14,955.400,954.000,5
295,3,961.000,960.333,5
296,5,960.200,959.667,5
297,9,958.400,958.000,5
298,3,960.800,960.000,5
299,3,960.400,959.667,5
300,4,960.600,959.667,5
301,3,960.800,960.000,5
302,3,960.400,959.667,5
303,3,960.200,959.333,5
304,2,959.800,959.333,5
305,3,960.000,959.000,5
306,3,960.200,959.333,5
307,3,960.000,959.333,5
308,5,960.800,959.333,5
309,7,959.200,958.000,5
310,4,961.000,960.333,5
311,3,959.800,959.000,5
312,3,960.200,959.333,5
313,4,960.000,959.000,5
314,3,959.800,959.333,5
315,5,960.400,959.000,5
316,4,959.800,958.667,5
317,2,959.200,958.667,5
318,3,959.400,958.667,5
319,6,959.000,957.667,5
320,6,958.800,958.667,5
321,3,959.800,959.333,5
322,4,959.600,959.000,5
323,3,959.600,959.000,5
324,3,959.400,958.667,5
325,3,959.600,959.000,5
326,7,961.200,960.000,5
327,4,959.600,959.000,5
328,8,959.000,957.667,5
329,4,959.600,959.000,5
330,3,959.800,959.000,5
331,3,959.600,958.667,5
332,5,959.400,958.333,5
333,8,959.800,959.000,5
334,4,960.000,959.667,5
335,5,960.000,959.000,5
336,1,959.600,959.333,5
337,3,959.600,959.000,5
338,3,959.800,959.000,5
339,4,959.800,958.667,5
340,3,959.600,959.000,5
341,4,960.600,960.000,5
342,5,960.200,959.333,5
343,5,960.400,960.333,5
344,6,960.600,959.333,5
345,6,959.400,958.000,5
346,6,959.800,960.333,5
347,2,960.000,959.667,5
348,4,960.600,960.000,5
349,3,958.800,958.333,5
350,5,961.000,961.000,5
351,3,960.400,959.667,5
352,3,960.200,959.667,5
353,3,960.600,960.000,5
354,5,960.000,959.000,5
355,4,961.400,960.667,5
356,3,960.000,959.333,5
357,3,960.200,959.333,5
358,3,961.000,960.000,5
359,2,960.600,960.000,5
