h,difference,average,average3,amount
154,37,934.600,937.667,5
155,50,933.200,938.667,5
156,49,937.200,946.667,5
157,24,943.800,947.000,5
158,21,940.000,945.000,5
159,36,941.000,949.000,5
160,35,944.400,953.667,5
161,13,945.200,947.667,5
162,26,941.000,944.000,5
163,53,940.600,948.333,5
164,47,942.000,951.333,5
165,15,945.200,947.667,5
166,18,944.800,948.667,5
167,31,942.800,950.667,5
168,13,946.800,950.667,5
169,21,944.800,945.333,5
170,18,946.000,947.333,5
171,37,944.200,951.000,5
172,20,949.600,953.333,5
173,13,946.800,947.333,5
174,8,947.800,950.000,5
175,16,947.600,952.333,5
176,12,948.600,951.000,5
177,9,947.800,949.000,5
178,11,950.000,952.667,5
179,13,950.200,953.667,5
180,11,951.000,954.000,5
181,10,950.000,953.000,5
182,12,950.800,954.000,5
183,8,949.800,952.000,5
184,9,949.200,951.000,5
185,14,949.200,952.000,5
186,11,948.600,950.667,5
187,10,948.800,950.333,5
188,9,947.200,949.333,5
189,9,948.600,951.333,5
190,16,951.000,955.000,5
191,11,948.000,949.667,5
192,23,949.200,953.333,5
193,25,950.600,956.000,5
194,22,949.200,953.333,5
195,21,947.800,952.000,5
196,23,948.600,955.000,5
197,18,947.600,952.000,5
198,21,945.000,947.333,5
199,26,945.600,949.333,5
200,25,947.600,952.000,5
201,23,946.200,949.333,5
202,21,944.400,948.000,5
203,21,942.800,947.000,5
204,7,941.000,942.000,5
205,21,940.600,938.667,5
206,15,936.400,936.667,5
207,26,938.200,940.000,5
208,25,939.000,940.667,5
209,28,938.000,941.333,5
210,22,937.200,940.000,5
211,9,936.200,937.000,5
212,9,933.600,933.667,5
213,14,932.600,932.333,5
214,22,934.400,935.000,5
215,25,934.800,937.333,5
216,27,934.600,937.333,5
217,16,931.400,933.333,5
218,12,929.200,930.667,5
219,11,928.600,930.000,5
220,11,927.400,927.333,5
221,19,927.600,929.000,5
222,29,928.800,933.000,5
223,24,929.400,933.000,5
224,14,925.400,926.000,5
225,9,923.800,925.333,5
226,8,923.400,925.000,5
227,11,922.600,922.000,5
228,8,921.000,921.000,5
229,24,923.600,927.333,5
230,14,922.000,924.000,5
231,9,920.000,920.333,5
232,5,918.000,919.000,5
233,7,918.200,919.000,5
234,6,916.200,915.667,5
235,6,915.200,915.333,5
236,14,916.800,919.000,5
237,5,914.600,914.667,5
238,2,912.600,912.667,5
239,1,911.800,911.667,5
240,1,910.400,910.333,5
241,18,930.200,928.000,5
242,11,930.800,930.667,5
243,16,939.800,940.000,5
244,26,950.800,951.333,5
245,24,956.400,958.333,5
246,19,943.200,941.333,5
247,28,950.600,947.667,5
248,36,960.400,958.000,5
249,17,950.000,951.667,5
250,24,955.600,956.000,5
251,34,966.800,967.667,5
252,32,972.800,974.333,5
253,23,953.400,951.333,5
254,32,959.200,956.000,5
255,37,967.200,963.667,5
256,21,968.200,968.000,5
257,27,962.600,963.333,5
258,39,974.400,975.667,5
259,32,978.200,979.667,5
260,10,972.800,973.000,5
261,35,964.400,961.000,5
262,35,971.600,968.667,5
263,24,974.800,973.000,5
264,22,972.000,974.000,5
265,39,978.200,979.667,5
266,31,980.600,981.667,5
267,15,981.800,982.000,5
268,27,970.200,968.667,5
269,33,973.600,971.000,5
270,23,978.200,976.000,5
271,5,982.400,982.000,5
272,35,979.600,981.333,5
273,29,982.400,983.000,5
274,16,985.200,985.000,5
275,16,984.000,983.333,5
276,31,975.200,972.333,5
277,21,980.600,978.333,5
278,6,987.600,986.333,5
279,31,983.800,987.333,5
280,26,983.400,984.000,5
281,13,987.800,987.333,5
282,4,989.800,989.333,5
283,23,980.000,977.667,5
284,18,982.400,980.333,5
285,8,990.200,989.000,5
286,8,989.600,990.000,5
287,19,985.000,986.000,5
288,9,989.600,988.667,5
289,2,990.800,990.333,5
290,7,988.200,988.000,5
291,15,984.200,982.000,5
292,3,991.200,990.667,5
293,2,990.800,990.667,5
294,10,988.800,989.333,5
295,7,988.800,989.000,5
296,2,990.800,990.333,5
297,1,990.400,990.000,5
298,5,990.000,988.667,5
299,3,990.400,989.667,5
300,2,990.600,990.000,5
301,1,990.400,990.000,5
302,3,989.800,989.333,5
303,2,990.000,989.667,5
304,2,989.600,989.333,5
305,7,989.200,988.000,5
306,4,989.600,988.667,5
307,2,989.000,989.000,5
308,1,989.600,989.333,5
309,6,989.000,988.000,5
310,5,988.600,988.667,5
311,3,989.200,989.000,5
312,7,988.000,986.333,5
313,6,987.200,986.667,5
314,4,988.400,988.667,5
315,6,988.200,987.333,5
316,9,987.600,987.000,5
317,7,988.000,988.333,5
318,5,988.600,988.000,5
319,9,987.400,985.333,5
320,7,986.200,985.000,5
321,7,986.800,986.333,5
322,7,987.400,987.000,5
323,9,987.200,986.667,5
324,8,986.400,986.000,5
325,8,987.000,985.667,5
326,7,986.200,985.000,5
327,8,986.600,985.667,5
328,6,986.800,986.667,5
329,6,987.600,987.000,5
330,8,987.200,987.333,5
331,8,987.000,987.000,5
332,9,985.800,985.000,5
333,8,985.800,984.333,5
334,8,985.400,984.000,5
335,7,985.800,985.000,5
336,7,985.600,986.333,5
337,8,986.200,985.667,5
338,8,985.000,983.667,5
339,6,984.600,984.667,5
340,8,985.000,984.000,5
341,9,984.600,982.667,5
342,7,984.600,983.667,5
343,7,985.200,986.000,5
344,8,985.000,984.667,5
345,10,984.400,982.667,5
346,5,984.200,984.000,5
347,5,983.800,982.667,5
348,5,983.200,982.000,5
349,4,983.800,983.333,5
350,3,983.600,983.667,5
351,6,984.200,983.333,5
352,4,983.000,982.333,5
353,5,983.200,983.000,5
354,6,983.800,982.333,5
355,4,982.800,981.667,5
356,3,982.400,981.667,5
357,5,982.200,981.333,5
358,7,983.200,982.000,5
359,3,982.000,981.333,5
