h,result
0,966
1,965
2,965
3,965
4,965
5,965
6,970
7,966
8,966
9,961
10,960
11,963
12,963
13,963
14,963
15,963
16,963
17,963
18,963
19,969
20,964
21,964
22,963
23,960
24,961
25,962
26,962
27,962
28,962
29,962
30,967
31,963
32,963
33,963
34,963
35,962
36,962
37,960
38,960
39,960
40,961
41,965
42,962
43,962
44,962
45,961
46,961
47,961
48,961
49,961
50,961
51,955
52,959
53,961
54,960
55,960
56,960
57,960
58,960
59,960
60,959
61,959
62,959
63,959
64,954
65,954
66,959
67,959
68,958
69,956
70,941
71,943
72,960
73,960
74,958
75,952
76,914
77,933
78,960
79,959
80,957
81,944
82,898
83,924
84,956
85,959
86,954
87,931
88,888
89,915
90,947
91,958
92,949
93,893
94,879
95,903
96,932
97,957
98,941
99,845
100,865
101,885
102,908
103,937
104,943
105,875
106,817
107,836
108,856
109,878
110,902
111,916
112,751
113,755
114,766
115,774
116,784
117,777
118,767
119,526
120,314
121,330
122,329
123,332
124,335
125,333
126,334
127,330
128,381
129,390
130,375
131,362
132,351
133,360
134,348
135,387
136,433
137,436
138,412
139,397
140,377
141,375
142,386
143,436
144,460
145,477
146,436
147,422
148,405
149,399
150,444
151,468
152,478
153,481
154,459
155,439
156,415
157,440
158,468
159,482
160,481
161,491
162,483
163,452
164,449
165,476
166,491
167,497
168,498
169,504
170,507
171,470
172,494
173,502
174,509
175,515
176,519
177,522
178,523
179,520
180,525
181,530
182,524
183,528
184,524
185,524
186,514
187,514
188,513
189,517
190,523
191,519
192,547
193,562
194,552
195,555
196,582
197,555
198,573
199,540
200,520
201,503
202,489
203,487
204,489
205,479
206,475
207,467
208,462
209,467
210,470
211,471
212,466
213,456
214,454
215,448
216,453
217,457
218,458
219,451
220,445
221,440
222,438
223,442
224,446
225,447
226,436
227,432
228,428
229,425
230,426
231,430
232,427
233,423
234,420
235,418
236,416
237,414
238,414
239,412
240,409
241,624
242,726
243,800
244,870
245,740
246,771
247,803
248,834
249,871
250,907
251,936
252,836
253,825
254,850
255,877
256,907
257,940
258,950
259,916
260,851
261,873
262,898
263,925
264,957
265,957
266,946
267,889
268,886
269,909
270,936
271,960
272,961
273,955
274,938
275,895
276,919
277,946
278,963
279,962
280,960
281,952
282,922
283,929
284,956
285,963
286,963
287,961
288,958
289,949
290,938
291,960
292,963
293,962
294,961
295,961
296,959
297,955
298,961
299,961
300,961
301,961
302,961
303,961
304,961
305,961
306,961
307,960
308,964
309,960
310,961
311,961
312,961
313,961
314,959
315,963
316,961
317,960
318,961
319,961
320,956
321,959
322,959
323,961
324,961
325,961
326,961
327,959
328,959
329,959
330,961
331,961
332,961
333,957
334,959
335,960
336,960
337,960
338,961
339,961
340,960
341,960
342,960
343,960
344,964
345,962
346,957
347,960
348,960
349,960
350,960
351,961
352,960
353,961
354,961
355,961
356,960
357,961
358,963
359,961
