h,result
0,931
3,930
4,930
5,930
6,930
7,930
8,929
9,929
10,930
11,929
12,929
13,930
14,931
15,928
16,928
17,928
18,928
19,928
20,928
21,928
22,928
23,928
24,928
25,929
26,929
27,928
28,929
29,928
30,927
31,926
32,927
33,926
34,927
35,931
36,928
37,928
38,927
39,927
40,927
41,927
42,928
43,923
44,926
45,926
46,930
47,927
48,927
49,927
50,925
51,926
52,926
53,926
54,926
55,925
56,924
57,927
58,926
59,925
60,925
61,925
62,925
63,924
64,922
65,916
66,919
67,926
68,925
69,923
70,919
71,903
72,909
73,927
74,925
75,919
76,909
77,872
78,895
79,924
80,922
81,915
82,898
83,859
84,887
85,920
86,920
87,910
88,876
89,847
90,872
91,903
92,916
93,899
94,831
95,833
96,857
97,886
98,909
99,881
100,795
101,796
102,825
103,846
104,871
105,886
106,818
107,758
108,773
109,785
110,803
111,820
112,836
113,695
114,696
115,682
116,683
117,653
118,629
119,544
120,406
121,421
122,369
123,408
124,406
125,443
126,412
127,409
128,426
129,430
130,380
131,357
132,377
133,380
134,365
135,357
136,353
137,354
138,348
139,433
140,465
141,469
142,466
143,451
144,383
145,369
146,404
147,460
148,502
149,481
150,468
151,459
152,434
153,464
154,486
155,462
156,464
157,504
158,473
159,466
160,427
161,456
162,480
163,503
164,524
165,534
166,462
167,425
168,443
169,455
170,461
171,467
172,468
173,471
174,472
175,463
176,513
177,526
178,532
179,527
180,492
181,494
182,479
183,508
184,505
185,508
186,506
187,547
188,548
189,500
190,538
191,541
192,523
193,506
194,498
195,483
196,462
197,458
198,463
199,472
200,477
201,487
202,462
203,448
204,437
205,471
206,455
207,466
208,450
209,438
210,447
211,428
212,426
213,418
214,419
215,413
216,407
217,403
218,400
219,400
220,406
221,407
222,401
223,391
224,388
225,381
226,379
227,391
228,386
229,383
230,377
231,374
232,369
233,366
234,374
235,368
236,364
237,363
238,361
239,361
240,358
241,488
242,574
243,648
244,712
245,789
246,664
247,695
248,727
249,764
250,799
251,839
252,868
253,798
254,761
255,788
256,817
257,848
258,884
259,897
260,868
261,797
262,818
263,844
264,875
265,909
266,912
267,897
268,861
269,836
270,862
271,891
272,918
273,920
274,912
275,897
276,855
277,876
278,904
279,927
280,925
281,921
282,913
283,896
284,886
285,916
286,928
287,927
288,925
289,922
290,916
291,899
292,925
293,929
294,928
295,928
296,927
297,926
298,925
299,928
300,928
301,928
302,928
303,928
304,928
305,928
306,928
307,928
308,928
309,928
310,926
311,927
312,927
313,928
314,928
315,928
316,924
317,925
318,929
319,928
320,928
321,928
322,928
323,926
324,926
325,929
326,927
327,928
328,929
329,927
330,926
331,925
332,927
333,927
334,928
335,928
336,927
337,926
338,926
339,926
340,927
341,928
342,927
343,926
344,926
345,926
346,926
347,928
348,924
349,927
350,926
351,926
352,926
353,926
354,927
355,927
356,927
357,926
358,927
359,926
