h,result
0,990
1,990
2,990
3,990
4,990
5,990
6,989
7,989
8,989
9,989
10,989
11,989
12,989
13,989
14,991
15,991
16,990
17,990
18,985
19,988
20,988
21,988
22,988
23,988
24,988
25,988
26,989
27,990
28,990
29,990
30,989
31,989
32,984
33,988
34,987
35,987
36,987
37,993
38,989
39,989
40,989
41,989
42,989
43,989
44,989
45,984
46,987
47,986
48,991
49,989
50,989
51,988
52,988
53,988
54,989
55,988
56,988
57,988
58,988
59,991
60,989
61,988
62,989
63,987
64,984
65,989
66,989
67,989
68,988
69,979
70,982
71,989
72,989
73,989
74,986
75,959
76,976
77,989
78,989
79,988
80,983
81,954
82,969
83,990
84,989
85,988
86,972
87,951
88,964
89,986
90,988
91,985
92,938
93,945
94,958
95,979
96,989
97,982
98,935
99,940
100,954
101,967
102,982
103,983
104,927
105,934
106,936
107,946
108,959
109,978
110,967
111,919
112,923
113,925
114,935
115,943
116,953
117,912
118,903
119,900
120,892
121,889
122,887
123,888
124,888
125,912
126,906
127,894
128,899
129,896
130,894
131,895
132,908
133,924
134,911
135,900
136,902
137,903
138,904
139,900
140,929
141,934
142,922
143,911
144,912
145,895
146,903
147,924
148,936
149,935
150,931
151,917
152,902
153,906
154,923
155,930
156,931
157,935
158,930
159,922
160,904
161,903
162,928
163,932
164,938
165,939
166,932
167,916
168,905
169,924
170,927
171,927
172,928
173,929
174,929
175,926
176,925
177,929
178,930
179,931
180,931
181,931
182,930
183,927
184,929
185,929
186,929
187,929
188,930
189,924
190,923
191,926
192,926
193,926
194,929
195,929
196,921
197,917
198,921
199,922
200,923
201,925
202,921
203,913
204,909
205,913
206,919
207,918
208,920
209,914
210,908
211,905
212,906
213,911
214,914
215,912
216,906
217,903
218,901
219,903
220,906
221,910
222,906
223,901
224,897
225,896
226,894
227,900
228,901
229,897
230,895
231,893
232,892
233,890
234,891
235,893
236,890
237,888
238,887
239,887
240,886
241,913
242,936
243,927
244,918
245,925
246,932
247,942
248,954
249,972
250,978
251,930
252,936
253,944
254,953
255,965
256,984
257,988
258,962
259,942
260,950
261,959
262,972
263,985
264,990
265,982
266,947
267,954
268,965
269,979
270,992
271,991
272,988
273,971
274,958
275,968
276,984
277,992
278,991
279,990
280,985
281,966
282,972
283,988
284,991
285,991
286,990
287,989
288,981
289,976
290,991
291,991
292,990
293,990
294,990
295,988
296,986
297,990
298,989
299,989
300,989
301,989
302,989
303,989
304,984
305,988
306,989
307,989
308,989
309,989
310,989
311,984
312,987
313,988
314,989
315,989
316,989
317,986
318,983
319,984
320,988
321,988
322,989
323,985
324,984
325,983
326,987
327,988
328,988
329,989
330,985
331,983
332,983
333,987
334,988
335,988
336,985
337,984
338,983
339,983
340,982
341,987
342,989
343,985
344,984
345,983
346,983
347,982
348,987
349,984
350,984
351,983
352,983
353,982
354,982
355,983
356,984
357,983
358,983
359,983
