h,result
0,987
1,986
2,986
3,986
4,986
5,986
6,986
7,986
8,985
9,985
10,985
11,986
12,985
13,990
14,988
15,989
16,984
17,987
18,986
19,986
20,986
21,985
22,985
23,985
24,987
25,987
26,988
27,988
28,989
29,989
30,984
31,986
32,986
33,985
34,984
35,984
36,986
37,987
38,987
39,987
40,988
41,987
42,988
43,988
44,982
45,985
46,984
47,989
48,987
49,987
50,987
51,988
52,988
53,988
54,988
55,988
56,987
57,986
58,990
59,987
60,987
61,987
62,987
63,988
64,987
65,987
66,987
67,984
68,974
69,988
70,988
71,988
72,986
73,979
74,969
75,984
76,988
77,988
78,986
79,969
80,964
81,982
82,989
83,989
84,985
85,951
86,961
87,977
88,990
89,988
90,980
91,948
92,958
93,970
94,990
95,988
96,969
97,948
98,957
99,970
100,986
101,988
102,970
103,947
104,952
105,958
106,966
107,979
108,985
109,940
110,945
111,948
112,953
113,959
114,965
115,965
116,927
117,926
118,933
119,919
120,908
121,914
122,921
123,921
124,926
125,933
126,925
127,925
128,926
129,925
130,927
131,927
132,943
133,942
134,929
135,927
136,929
137,927
138,911
139,938
140,948
141,946
142,934
143,931
144,928
145,927
146,944
147,953
148,950
149,945
150,935
151,928
152,920
153,926
154,944
155,945
156,945
157,948
158,931
159,920
160,922
161,943
162,946
163,950
164,949
165,946
166,938
167,922
168,940
169,945
170,947
171,948
172,948
173,948
174,944
175,937
176,947
177,949
178,949
179,948
180,949
181,947
182,949
183,948
184,949
185,949
186,950
187,950
188,945
189,945
190,946
191,949
192,948
193,948
194,948
195,944
196,938
197,942
198,945
199,946
200,947
201,948
202,940
203,935
204,940
205,953
206,943
207,945
208,943
209,932
210,931
211,934
212,937
213,940
214,942
215,935
216,930
217,925
218,923
219,928
220,933
221,931
222,926
223,923
224,921
225,920
226,922
227,929
228,925
229,920
230,918
231,917
232,916
233,919
234,920
235,916
236,914
237,913
238,912
239,912
240,910
241,941
242,926
243,932
244,938
245,946
246,955
247,968
248,980
249,939
250,944
251,950
252,956
253,966
254,979
255,990
256,974
257,949
258,954
259,961
260,972
261,986
262,992
263,987
264,958
265,958
266,965
267,976
268,986
269,992
270,991
271,981
272,960
273,969
274,980
275,993
276,993
277,992
278,989
279,963
280,971
281,984
282,992
283,992
284,992
285,991
286,985
287,974
288,989
289,992
290,992
291,992
292,991
293,990
294,983
295,985
296,991
297,991
298,991
299,991
300,991
301,991
302,990
303,990
304,989
305,990
306,990
307,990
308,990
309,990
310,986
311,988
312,990
313,990
314,990
315,990
316,986
317,984
318,988
319,990
320,990
321,990
322,990
323,985
324,983
325,987
326,989
327,990
328,990
329,989
330,984
331,983
332,983
333,989
334,990
335,990
336,985
337,984
338,983
339,982
340,988
341,990
342,988
343,984
344,983
345,983
346,982
347,986
348,986
349,985
350,983
351,983
352,982
353,982
354,987
355,985
356,983
357,983
358,982
359,982
