h,result
0,984
1,985
2,984
3,984
4,984
5,984
6,984
7,984
8,984
9,984
10,984
11,984
12,984
13,983
14,983
15,983
16,988
17,987
18,988
19,988
20,983
21,985
22,984
23,984
24,984
25,983
26,982
27,988
28,986
29,987
30,987
31,987
32,987
33,986
34,985
35,984
36,983
37,983
38,987
39,985
40,986
41,987
42,987
43,987
44,986
45,986
46,988
47,984
48,985
49,986
50,986
51,990
52,988
53,988
54,987
55,987
56,988
57,988
58,988
59,987
60,988
61,988
62,988
63,988
64,988
65,981
66,988
67,989
68,988
69,989
70,987
71,975
72,988
73,990
74,988
75,987
76,982
77,968
78,982
79,990
80,990
81,989
82,981
83,971
84,980
85,992
86,992
87,990
88,970
89,960
90,973
91,983
92,989
93,985
94,948
95,966
96,974
97,986
98,992
99,982
100,961
101,964
102,969
103,976
104,984
105,982
106,939
107,940
108,944
109,950
110,960
111,974
112,968
113,938
114,940
115,936
116,941
117,944
118,947
119,928
120,925
121,915
122,916
123,918
124,918
125,922
126,935
127,935
128,929
129,925
130,923
131,929
132,928
133,936
134,949
135,942
136,934
137,931
138,934
139,928
140,951
141,960
142,947
143,942
144,933
145,920
146,922
147,922
148,942
149,948
150,952
151,948
152,938
153,934
154,934
155,939
156,950
157,954
158,952
159,956
160,957
161,950
162,953
163,961
164,954
165,951
166,956
167,948
168,947
169,934
170,946
171,950
172,952
173,952
174,951
175,952
176,948
177,946
178,954
179,955
180,955
181,954
182,955
183,952
184,951
185,951
186,950
187,953
188,952
189,953
190,960
191,951
192,956
193,958
194,960
195,960
196,961
197,954
198,945
199,949
200,956
201,958
202,959
203,956
204,946
205,940
206,940
207,952
208,955
209,957
210,951
211,941
212,936
213,935
214,947
215,952
216,952
217,941
218,935
219,931
220,928
221,939
222,948
223,945
224,933
225,929
226,926
227,924
228,925
229,940
230,931
231,925
232,921
233,919
234,917
235,919
236,927
237,917
238,914
239,912
240,910
241,923
242,933
243,944
244,959
245,965
246,936
247,940
248,946
249,953
250,963
251,978
252,985
253,943
254,947
255,953
256,961
257,971
258,988
259,990
260,975
261,951
262,957
263,965
264,976
265,992
266,991
267,987
268,960
269,960
270,968
271,980
272,992
273,992
274,990
275,983
276,962
277,971
278,984
279,992
280,992
281,991
282,988
283,972
284,974
285,991
286,991
287,991
288,991
289,990
290,986
291,977
292,990
293,991
294,991
295,990
296,990
297,990
298,988
299,990
300,990
301,990
302,990
303,990
304,989
305,985
306,989
307,989
308,990
309,989
310,989
311,988
312,984
313,987
314,989
315,989
316,989
317,989
318,986
319,982
320,983
321,988
322,989
323,989
324,985
325,983
326,982
327,985
328,988
329,989
330,990
331,985
332,982
333,981
334,985
335,988
336,989
337,985
338,983
339,982
340,981
341,981
342,987
343,989
344,984
345,982
346,982
347,981
348,981
349,986
350,984
351,983
352,982
353,981
354,981
355,981
356,981
357,983
358,982
359,981
