h,result
0,955
1,955
2,955
3,958
4,950
5,950
6,953
7,953
8,953
9,953
10,953
11,953
12,953
13,953
14,953
15,952
16,952
17,957
18,954
19,953
20,953
21,948
22,951
23,951
24,951
25,951
26,952
27,951
28,956
29,953
30,953
31,953
32,952
33,951
34,952
35,946
36,950
37,950
38,950
39,951
40,952
41,952
42,951
43,950
44,950
45,950
46,950
47,950
48,948
49,948
50,949
51,950
52,950
53,950
54,949
55,950
56,949
57,949
58,949
59,949
60,949
61,947
62,941
63,949
64,948
65,948
66,946
67,939
68,928
69,948
70,948
71,946
72,942
73,926
74,916
75,944
76,946
77,943
78,935
79,897
80,905
81,939
82,944
83,940
84,925
85,870
86,893
87,926
88,943
89,934
90,905
91,853
92,880
93,910
94,938
95,926
96,870
97,834
98,862
99,892
100,930
101,917
102,847
103,801
104,823
105,844
106,869
107,899
108,884
109,742
110,757
111,771
112,784
113,802
114,821
115,770
116,632
117,612
118,583
119,514
120,329
121,329
122,338
123,333
124,330
125,326
126,312
127,404
128,377
129,360
130,352
131,336
132,328
133,331
134,377
135,423
136,403
137,387
138,375
139,364
140,354
141,380
142,429
143,449
144,436
145,410
146,397
147,378
148,371
149,440
150,455
151,476
152,480
153,437
154,402
155,388
156,441
157,455
158,472
159,480
160,496
161,467
162,437
163,452
164,460
165,470
166,475
167,479
168,484
169,459
170,434
171,467
172,480
173,489
174,491
175,491
176,501
177,490
178,498
179,502
180,509
181,508
182,501
183,505
184,504
185,511
186,495
187,500
188,499
189,495
190,496
191,493
192,496
193,492
194,502
195,498
196,498
197,504
198,514
199,505
200,511
201,516
202,517
203,516
204,503
205,494
206,487
207,485
208,495
209,490
210,495
211,483
212,474
213,467
214,472
215,477
216,481
217,473
218,456
219,454
220,455
221,446
222,457
223,466
224,457
225,448
226,446
227,443
228,438
229,444
230,448
231,440
232,436
233,430
234,427
235,424
236,426
237,422
238,419
239,417
240,415
241,613
242,616
243,668
244,715
245,762
246,804
247,847
248,872
249,757
250,781
251,807
252,836
253,869
254,902
255,917
256,865
257,817
258,840
259,866
260,896
261,928
262,933
263,913
264,843
265,861
266,885
267,911
268,939
269,941
270,932
271,908
272,871
273,895
274,923
275,948
276,945
277,941
278,931
279,897
280,905
281,932
282,949
283,948
284,946
285,942
286,932
287,915
288,940
289,950
290,949
291,948
292,946
293,944
294,936
295,943
296,949
297,949
298,948
299,948
300,949
301,948
302,948
303,948
304,948
305,944
306,948
307,948
308,948
309,949
310,948
311,944
312,946
313,947
314,948
315,948
316,948
317,948
318,946
319,945
320,947
321,947
322,947
323,948
324,944
325,946
326,945
327,950
328,947
329,948
330,948
331,946
332,946
333,945
334,950
335,948
336,948
337,944
338,946
339,946
340,946
341,949
342,948
343,948
344,946
345,947
346,946
347,946
348,946
349,948
350,946
351,946
352,946
353,946
354,947
355,946
356,944
357,947
358,946
359,947
