h,result
0,987
1,987
2,987
3,987
4,986
5,986
6,986
7,986
8,986
9,986
10,986
11,985
12,985
13,985
14,984
15,984
16,985
17,988
18,988
19,984
20,986
21,986
22,985
23,984
24,984
25,984
26,984
27,989
28,987
29,986
30,990
31,989
32,988
33,983
34,985
35,984
36,984
37,983
38,988
39,985
40,987
41,987
42,988
43,987
44,987
45,987
46,991
47,986
48,986
49,989
50,989
51,990
52,990
53,986
54,990
55,985
56,982
57,982
58,982
59,982
60,982
61,981
62,983
63,982
64,983
65,982
66,980
67,970
68,983
69,983
70,982
71,983
72,977
73,968
74,984
75,987
76,982
77,981
78,969
79,953
80,972
81,983
82,982
83,979
84,951
85,949
86,966
87,983
88,981
89,974
90,928
91,942
92,957
93,976
94,981
95,967
96,925
97,933
98,950
99,974
100,979
101,953
102,918
103,925
104,936
105,947
106,968
107,972
108,911
109,913
110,915
111,938
112,954
113,969
114,969
115,924
116,922
117,907
118,894
119,925
120,936
121,936
122,936
123,907
124,905
125,906
126,928
127,895
128,883
129,886
130,906
131,905
132,908
133,915
134,937
135,933
136,903
137,900
138,908
139,904
140,924
141,934
142,939
143,937
144,904
145,876
146,891
147,901
148,933
149,948
150,933
151,928
152,897
153,915
154,910
155,935
156,947
157,942
158,934
159,926
160,900
161,874
162,862
163,919
164,927
165,926
166,929
167,933
168,919
169,895
170,926
171,938
172,947
173,945
174,947
175,948
176,955
177,932
178,938
179,937
180,937
181,933
182,942
183,940
184,930
185,931
186,929
187,930
188,930
189,931
190,928
191,935
192,930
193,929
194,931
195,944
196,944
197,943
198,943
199,951
200,944
201,954
202,945
203,940
204,925
205,923
206,924
207,924
208,925
209,926
210,922
211,923
212,922
213,925
214,924
215,925
216,918
217,920
218,920
219,919
220,923
221,922
222,922
223,919
224,919
225,918
226,918
227,917
228,920
229,914
230,917
231,917
232,917
233,916
234,916
235,917
236,916
237,916
238,916
239,915
240,915
241,924
242,930
243,936
244,943
245,951
246,962
247,971
248,943
249,945
250,949
251,955
252,962
253,974
254,985
255,968
256,950
257,955
258,961
259,969
260,981
261,988
262,982
263,959
264,959
265,965
266,974
267,983
268,989
269,987
270,977
271,961
272,967
273,977
274,990
275,990
276,989
277,985
278,970
279,970
280,981
281,990
282,990
283,989
284,987
285,982
286,973
287,985
288,989
289,989
290,989
291,988
292,986
293,979
294,982
295,988
296,989
297,988
298,988
299,988
300,988
301,987
302,988
303,988
304,988
305,985
306,987
307,987
308,987
309,987
310,987
311,983
312,980
313,986
314,987
315,987
316,987
317,987
318,982
319,979
320,983
321,987
322,987
323,987
324,982
325,980
326,978
327,982
328,986
329,987
330,987
331,981
332,979
333,978
334,982
335,986
336,987
337,982
338,980
339,978
340,978
341,981
342,985
343,986
344,981
345,979
346,978
347,977
348,977
349,984
350,983
351,979
352,978
353,977
354,977
355,977
356,978
357,978
358,977
359,977
